Opis,Dzielnica,Ilość pokoi,Cena,Powierzchnia,Cena za m2,Data,Link do ogłoszenia
Nowa Przędzalnia | mieszkanie 10.A.2.5,Polesie,1,221211,27.31,8100,11-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-10-a-2-5-ID49qL8.html
Nowa Przędzalnia | mieszkanie 10.A.0.6,Polesie,1,231984,28.64,8100,11-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-10-a-0-6-ID49qL6.html
Nowa Przędzalnia | mieszkanie 10.A.6.6,Polesie,2,308132,41.36,7450,11-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-10-a-6-6-ID49qL5.html
Nowa Przędzalnia | mieszkanie 10.A.5.7,Polesie,3,348134,48.69,7150,11-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-10-a-5-7-ID49qL3.html
Dwupoziomowy apartament w centrum miasta,Górna Rokicie,5 pokoi,719000,120,5992,11-01-2021,https://www.otodom.pl/pl/oferta/dwupoziomowy-apartament-w-centrum-miasta-ID483uX.html
Nowa Przędzalnia | mieszkanie 10.A.6.8,Polesie,3,352368,48.94,7200,11-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-10-a-6-8-ID49qL0.html
Nowa Przędzalnia | mieszkanie 10.A.0.5,Polesie,1,221211,27.31,8100,11-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-10-a-0-5-ID49qKY.html
Nowa Przędzalnia | mieszkanie 10.A.6.7,Polesie,3,350568,48.69,7200,11-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-10-a-6-7-ID49qKV.html
Nowa Przędzalnia | mieszkanie 10.A.4.7,Polesie,3,345699,48.69,7100,11-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-10-a-4-7-ID49qKT.html
Nowa Przędzalnia | mieszkanie 10.A.6.3,Polesie,3,352440,48.95,7200,11-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-10-a-6-3-ID49qKR.html
Nowa Przędzalnia | mieszkanie 11.A.5.8,Polesie,2,298664,40.36,7400,11-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-11-a-5-8-ID49qKQ.html
Nowa Przędzalnia | mieszkanie 11.A.4.5,Polesie,2,304805,41.47,7350,11-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-11-a-4-5-ID49qKP.html
Nowa Przędzalnia | mieszkanie 11.A.5.7,Polesie,1,222588,27.48,8100,11-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-11-a-5-7-ID49qKL.html
Nowa Przędzalnia | mieszkanie 11.A.4.11,Polesie,3,339025,47.75,7100,11-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-11-a-4-11-ID49qKH.html
Nowa Przędzalnia | mieszkanie 11.A.3.4,Polesie,4,388436,55.89,6950,11-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-11-a-3-4-ID49qKD.html
Nowa Przędzalnia | mieszkanie 11.A.3.3,Polesie,4,390104,56.13,6950,11-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-11-a-3-3-ID49qKy.html
Nowa Przędzalnia | mieszkanie 11.A.2.5,Polesie,2,300658,41.47,7250,11-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-11-a-2-5-ID49qKr.html
Nowa Przędzalnia | mieszkanie 11.A.1.3,Polesie,4,384491,56.13,6850,11-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-11-a-1-3-ID49qKf.html
Nowa Przędzalnia | mieszkanie 11.A.3.10,Polesie,3,346437,49.14,7050,11-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-11-a-3-10-ID49qK9.html
Nowa Przędzalnia | mieszkanie 11.A.4.7,Polesie,1,222588,27.48,8100,11-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-11-a-4-7-ID49qK6.html
Nowa Przędzalnia | mieszkanie 11.A.2.1,Polesie,3,332073,45.18,7350,11-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-11-a-2-1-ID49qK4.html
Nowa Przędzalnia | mieszkanie 11.A.5.5,Polesie,2,306878,41.47,7400,11-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-11-a-5-5-ID49qK2.html
Nowa Przędzalnia | mieszkanie 11.A.4.10,Polesie,3,348894,49.14,7100,11-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-11-a-4-10-ID49qK0.html
Nowa Przędzalnia | mieszkanie 11.A.6.5,Polesie,2,308952,41.47,7450,11-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-11-a-6-5-ID49qJY.html
Nowa Przędzalnia | mieszkanie 11.A.3.1,Polesie,3,332334,44.91,7400,11-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-11-a-3-1-ID49qJV.html
Nowa Przędzalnia | mieszkanie 11.A.1.8,Polesie,2,290592,40.36,7200,11-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-11-a-1-8-ID49qJW.html
Nowa Przędzalnia | mieszkanie 11.A.6.9,Polesie,3,349488,48.54,7200,11-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-11-a-6-9-ID49qJR.html
Nowa Przędzalnia | mieszkanie 11.A.5.1,Polesie,3,336825,44.91,7500,11-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-11-a-5-1-ID49qJP.html
Nowa Przędzalnia | mieszkanie 11.A.6.4,Polesie,4,396819,55.89,7100,11-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-11-a-6-4-ID49qJM.html
M3 Retkinia parter,Polesie,2,243000,42.42,5728,11-01-2021,https://www.otodom.pl/pl/oferta/m3-retkinia-parter-ID49oG1.html
Nowy apartament - 3. Garaż. Monopolis,Widzew,3,500000,66.60,7508,11-01-2021,https://www.otodom.pl/pl/oferta/nowy-apartament-3-pokoje-garaz-monopolis-ID43Wwx.html
Nowa Przędzalnia | mieszkanie 11.A.6.1,Polesie,3,339071,44.91,7550,11-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-11-a-6-1-ID49qJI.html
Nowa Przędzalnia | mieszkanie 11.A.3.9,Polesie,3,342207,48.54,7050,11-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-11-a-3-9-ID49qJG.html
Nowa Przędzalnia | mieszkanie 11.A.1.7,Polesie,1,222588,27.48,8100,11-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-11-a-1-7-ID49qJD.html
Nowa Przędzalnia | mieszkanie 11.A.2.4,Polesie,4,385641,55.89,6900,11-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-11-a-2-4-ID49qJB.html
Nowa Przędzalnia | mieszkanie 11.A.5.3,Polesie,4,395717,56.13,7050,11-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-11-a-5-3-ID49qJz.html
Nowa Przędzalnia | mieszkanie 11.A.2.6,Polesie,2,296453,40.89,7250,11-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-11-a-2-6-ID49qJv.html
Nowa Przędzalnia | mieszkanie 11.A.2.9,Polesie,3,339780,48.54,7000,11-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-11-a-2-9-ID49qJu.html
Nowa Przędzalnia | mieszkanie 11.A.3.6,Polesie,2,298497,40.89,7300,11-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-11-a-3-6-ID49qJs.html
Nowa Przędzalnia | mieszkanie 11.A.6.10,Polesie,3,353808,49.14,7200,11-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-11-a-6-10-ID49qJq.html
Nowa Przędzalnia | mieszkanie 11.A.4.8,Polesie,2,296646,40.36,7350,11-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-11-a-4-8-ID49qJo.html
Nowa Przędzalnia | mieszkanie 11.A.5.11,Polesie,3,341413,47.75,7150,11-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-11-a-5-11-ID49qJn.html
Nowa Przędzalnia | mieszkanie 11.A.4.9,Polesie,3,344634,48.54,7100,11-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-11-a-4-9-ID49qJl.html
Nowa Przędzalnia | mieszkanie 11.A.4.3,Polesie,4,392910,56.13,7000,11-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-11-a-4-3-ID49qJi.html
Apartament 656m2 z balkonem Radogoszcz,Bałuty Radogoszcz,2,435000,65.60,6631,11-01-2021,https://www.otodom.pl/pl/oferta/apartament-65-6m2-z-balkonem-radogoszcz-ID49qJe.html
Dąbrowa słoneczne M4/parter/balkon/Polecam,Górna,3,250000,47.22,5294,11-01-2021,https://www.otodom.pl/pl/oferta/dabrowa-sloneczne-m4-parter-balkon-polecam-ID49qJb.html
Nowa Przędzalnia | mieszkanie 11.A.2.10,Polesie,3,343980,49.14,7000,11-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-11-a-2-10-ID49qJ9.html
Nowa Przędzalnia | mieszkanie 11.A.6.11,Polesie,3,343800,47.75,7200,11-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-11-a-6-11-ID49qJ1.html
Nowa Przędzalnia | mieszkanie 11.A.3.7,Polesie,1,222588,27.48,8100,11-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-11-a-3-7-ID49qIR.html
Nowa Przędzalnia | mieszkanie 11.A.6.7,Polesie,1,222588,27.48,8100,11-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-11-a-6-7-ID49qIN.html
Nowa Przędzalnia | mieszkanie 11.A.4.6,Polesie,2,300542,40.89,7350,11-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-11-a-4-6-ID49qIB.html
Nowa Przędzalnia | mieszkanie 11.A.6.3,Polesie,4,398523,56.13,7100,11-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-11-a-6-3-ID49qIy.html
Nowa Przędzalnia | mieszkanie 11.A.3.5,Polesie,2,302731,41.47,7300,11-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-11-a-3-5-ID49qIw.html
Nowa Przędzalnia | mieszkanie 11.A.1.6,Polesie,2,294408,40.89,7200,11-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-11-a-1-6-ID49qIt.html
Nowa Przędzalnia | mieszkanie 11.A.5.9,Polesie,3,347061,48.54,7150,11-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-11-a-5-9-ID49qIq.html
2 po generalnym remoncie,Bałuty,2,259000,37.48,6910,11-01-2021,https://www.otodom.pl/pl/oferta/2-pokoje-po-generalnym-remoncie-ID49fnK.html
Nowe mieszkanie w apartamentowcu,Śródmieście,2,342000,46,7435,11-01-2021,https://www.otodom.pl/pl/oferta/nowe-mieszkanie-w-apartamentowcu-ID499y4.html
Nowa Przędzalnia | mieszkanie 11.A.6.6,Polesie,2,304631,40.89,7450,11-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-11-a-6-6-ID49qIo.html
Nowa Przędzalnia | mieszkanie 11.A.2.7,Polesie,1,222588,27.48,8100,11-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-11-a-2-7-ID49qIm.html
Nowa Przędzalnia | mieszkanie 11.A.3.8,Polesie,2,294628,40.36,7300,11-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-11-a-3-8-ID49qIk.html
Nowa Przędzalnia | mieszkanie 11.A.5.6,Polesie,2,302586,40.89,7400,11-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-11-a-5-6-ID49qIh.html
Nowa Przędzalnia | mieszkanie 11.A.5.10,Polesie,3,351351,49.14,7150,11-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-11-a-5-10-ID49qIc.html
Nowa Przędzalnia | mieszkanie 11.A.6.8,Polesie,2,300682,40.36,7450,11-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-11-a-6-8-ID49qI9.html
Nowa Przędzalnia | mieszkanie 11.A.4.1,Polesie,3,334580,44.91,7450,11-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-11-a-4-1-ID49qI7.html
Nowa Przędzalnia | mieszkanie 11.A.0.6,Polesie,1,222588,27.48,8100,11-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-11-a-0-6-ID49qI5.html
Nowa Przędzalnia | mieszkanie 12.A.1.8,Polesie,1,238950,29.50,8100,11-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-12-a-1-8-ID49qI2.html
Nowa Przędzalnia | mieszkanie 12.A.5.7,Polesie,2,306360,41.40,7400,11-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-12-a-5-7-ID49qI0.html
Nowa Przędzalnia | mieszkanie 12.A.0.8,Polesie,1,239517,29.57,8100,11-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-12-a-0-8-ID49qHZ.html
Nowa Przędzalnia | mieszkanie 12.A.4.7,Polesie,2,304290,41.40,7350,11-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-12-a-4-7-ID49qHV.html
Nowa Przędzalnia | mieszkanie 12.A.2.8,Polesie,1,238950,29.50,8100,11-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-12-a-2-8-ID49qHW.html
Nowa Przędzalnia | mieszkanie 12.A.5.1,Polesie,2,303992,41.08,7400,11-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-12-a-5-1-ID49qHS.html
Nowa Przędzalnia | mieszkanie 12.A.4.6,Polesie,2,302232,41.12,7350,11-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-12-a-4-6-ID49qHR.html
Nowa Przędzalnia | mieszkanie 12.A.3.13,Polesie,3,369323,53.14,6950,11-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-12-a-3-13-ID49qHO.html
Nowa Przędzalnia | mieszkanie 12.A.2.7,Polesie,2,300150,41.40,7250,11-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-12-a-2-7-ID49qHL.html
Nowa Przędzalnia | mieszkanie 12.A.3.11,Polesie,3,365014,52.52,6950,11-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-12-a-3-11-ID49qHI.html
Nowa Przędzalnia | mieszkanie 12.A.0.1,Polesie,1,219024,27.04,8100,11-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-12-a-0-1-ID49qHB.html
Nowa Przędzalnia | mieszkanie 12.A.5.13,Polesie,3,374637,53.14,7050,11-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-12-a-5-13-ID49qHs.html
Nowa Przędzalnia | mieszkanie 12.A.6.12,Polesie,3,367567,51.77,7100,11-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-12-a-6-12-ID49qHg.html
Nowa Przędzalnia | mieszkanie 12.A.4.11,Polesie,3,367640,52.52,7000,11-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-12-a-4-11-ID49qHb.html
Nowa Przędzalnia | mieszkanie 12.A.6.8,Polesie,1,238950,29.50,8100,11-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-12-a-6-8-ID49qH4.html
Nowa Przędzalnia | mieszkanie 12.A.6.6,Polesie,2,306344,41.12,7450,11-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-12-a-6-6-ID49qGY.html
2-pokojowe mieszkanie osiedle PRIMO Nowe Centrum,Śródmieście,2,352632,41.98,8400,11-01-2021,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-osiedle-primo-nowe-centrum-ID49ll7.html
Nowa Przędzalnia | mieszkanie 12.A.5.11,Polesie,3,370266,52.52,7050,11-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-12-a-5-11-ID49qGR.html
Nowa Przędzalnia | mieszkanie 12.A.4.8,Polesie,1,238950,29.50,8100,11-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-12-a-4-8-ID49qGO.html
Nowa Przędzalnia | mieszkanie 12.A.6.5,Polesie,3,364585,51.35,7100,11-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-12-a-6-5-ID49qGM.html
Nowa Przędzalnia | mieszkanie 12.A.5.3,Polesie,2,303992,41.08,7400,11-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-12-a-5-3-ID49qGH.html
Nowa Przędzalnia | mieszkanie 12.A.5.6,Polesie,2,304288,41.12,7400,11-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-12-a-5-6-ID49qGC.html
Nowa Przędzalnia | mieszkanie 12.A.5.12,Polesie,3,364979,51.77,7050,11-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-12-a-5-12-ID49qGz.html
Nowa Przędzalnia | mieszkanie 12.A.1.1,Polesie,2,295776,41.08,7200,11-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-12-a-1-1-ID49qGx.html
Nowa Przędzalnia | mieszkanie 12.A.2.11,Polesie,3,362388,52.52,6900,11-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-12-a-2-11-ID49qGw.html
Nowa Przędzalnia | mieszkanie 12.A.4.5,Polesie,3,359450,51.35,7000,11-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-12-a-4-5-ID49qGu.html
Nowa Przędzalnia | mieszkanie 12.A.6.7,Polesie,2,308430,41.40,7450,11-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-12-a-6-7-ID49qGr.html
Nowa Przędzalnia | mieszkanie 12.A.6.2,Polesie,2,301129,40.42,7450,11-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-12-a-6-2-ID49qGo.html
Nowa Przędzalnia | mieszkanie 12.A.4.1,Polesie,2,301938,41.08,7350,11-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-12-a-4-1-ID49qGk.html
Nowa Przędzalnia | mieszkanie 12.A.1.12,Polesie,3,354625,51.77,6850,11-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-12-a-1-12-ID49qGi.html
Nowa Przędzalnia | mieszkanie 12.A.3.1,Polesie,2,299884,41.08,7300,11-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-12-a-3-1-ID49qGf.html
Nowa Przędzalnia | mieszkanie 12.A.3.6,Polesie,2,300176,41.12,7300,11-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-12-a-3-6-ID49qGd.html
Nowa Przędzalnia | mieszkanie 12.A.3.7,Polesie,2,302220,41.40,7300,11-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-12-a-3-7-ID49qGb.html
Nowa Przędzalnia | mieszkanie 12.A.6.3,Polesie,2,306046,41.08,7450,11-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-12-a-6-3-ID49qG9.html
Nowa Przędzalnia | mieszkanie 12.A.5.5,Polesie,3,362018,51.35,7050,11-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-12-a-5-5-ID49qG6.html
Nowa Przędzalnia | mieszkanie 12.A.6.11,Polesie,3,372892,52.52,7100,11-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-12-a-6-11-ID49qFZ.html
Nowa Przędzalnia | mieszkanie 12.A.1.13,Polesie,3,364009,53.14,6850,11-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-12-a-1-13-ID49qFQ.html
Nowa Przędzalnia | mieszkanie 12.A.1.11,Polesie,3,359762,52.52,6850,11-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-12-a-1-11-ID49qFA.html
Nowa Przędzalnia | mieszkanie 12.A.2.6,Polesie,2,298120,41.12,7250,11-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-12-a-2-6-ID49qFs.html
Nowa Przędzalnia | mieszkanie 12.A.3.5,Polesie,3,356883,51.35,6950,11-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-12-a-3-5-ID49qFk.html
Nowa Przędzalnia | mieszkanie 12.A.6.1,Polesie,2,306046,41.08,7450,11-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-12-a-6-1-ID49qFc.html
Retkinia klimatyzacja loggia,Polesie,2,310000,49,6327,11-01-2021,https://www.otodom.pl/pl/oferta/retkinia-klimatyzacja-loggia-ID49oxn.html
POLESIE / ZŁOTNO - Nowy apartamentowiec - 5100/mkw,Polesie,2,217620,36.27,6000,11-01-2021,https://www.otodom.pl/pl/oferta/polesie-zlotno-nowy-apartamentowiec-5100-mkw-ID49nyb.html
Nowa Przędzalnia | mieszkanie 12.A.1.5,Polesie,3,351748,51.35,6850,11-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-12-a-1-5-ID49qF1.html
M3-Bałuty-Teofilów,Bałuty,2,230000,45,5111,11-01-2021,https://www.otodom.pl/pl/oferta/m3-baluty-teofilow-ID49qEZ.html
Nowa Przędzalnia | mieszkanie 12.A.3.8,Polesie,1,238950,29.50,8100,11-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-12-a-3-8-ID49qEU.html
Nowa Przędzalnia | mieszkanie 12.A.5.8,Polesie,1,238950,29.50,8100,11-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-12-a-5-8-ID49qEP.html
Nowa Przędzalnia | mieszkanie 12.A.4.13,Polesie,3,371980,53.14,7000,11-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-12-a-4-13-ID49qEH.html
Nowa Przędzalnia | mieszkanie 12.A.4.12,Polesie,3,362390,51.77,7000,11-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-12-a-4-12-ID49qED.html
Nowa Przędzalnia | mieszkanie 5A.0.6,Polesie,2,284112,39.46,7200,11-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-5a-0-6-ID49qEy.html
Nowa Przędzalnia | mieszkanie 6A.5.6,Polesie,2,284112,39.46,7200,11-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-6a-5-6-ID49qEv.html
Nowa Przędzalnia | mieszkanie 6A.2.6,Polesie,2,284112,39.46,7200,11-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-6a-2-6-ID49qEu.html
Nowa Przędzalnia | mieszkanie 8A.6.1,Polesie,3,366076,51.56,7100,11-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-8a-6-1-ID49qEp.html
Nowa Przędzalnia | mieszkanie 9.A.1.11,Polesie,2,297903,41.09,7250,11-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-9-a-1-11-ID49qEm.html
Nowa Przędzalnia | mieszkanie 9.A.1.10,Polesie,3,341454,49.13,6950,11-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-9-a-1-10-ID49qEk.html
Nowa Przędzalnia | mieszkanie 9.A.6.7,Polesie,1,219915,27.15,8100,11-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-9-a-6-7-ID49qEh.html
Nowa Przędzalnia | mieszkanie 9.A.6.3,Polesie,3,355781,50.11,7100,11-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-9-a-6-3-ID49qEf.html
Nowa Przędzalnia | mieszkanie 9.A.0.7,Polesie,1,219915,27.15,8100,11-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-9-a-0-7-ID49qEa.html
Nowa Przędzalnia | mieszkanie 9.A.0.11,Polesie,2,295848,41.09,7200,11-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-9-a-0-11-ID49qE5.html
Nowa Przędzalnia | mieszkanie 9.A.1.6,Polesie,2,296064,41.12,7200,11-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-9-a-1-6-ID49qE3.html
Nowa Przędzalnia | mieszkanie 9.A.4.9,Polesie,3,345415,48.65,7100,11-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-9-a-4-9-ID49qE0.html
Nowa Przędzalnia | mieszkanie 9.A.1.7,Polesie,1,219915,27.15,8100,11-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-9-a-1-7-ID49qDV.html
Nowa Przędzalnia | mieszkanie 9.A.6.1,Polesie,2,278720,34.84,8000,11-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-9-a-6-1-ID49qDQ.html
Nowa Przędzalnia | mieszkanie 9.A.0.6,Polesie,1,230688,28.48,8100,11-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-9-a-0-6-ID49qDL.html
Nowa Przędzalnia | mieszkanie 9.A.0.5,Polesie,3,333753,48.37,6900,11-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-9-a-0-5-ID49qDH.html
Nowa Przędzalnia | mieszkanie 9.A.6.6,Polesie,2,306344,41.12,7450,11-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-9-a-6-6-ID49qDs.html
Nowa Przędzalnia | mieszkanie 9.A.5.4,Polesie,3,347776,48.64,7150,11-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-9-a-5-4-ID49qDo.html
Mieszkanie 38m2,Bałuty,1,220000,38,5789,11-01-2021,https://www.otodom.pl/pl/oferta/mieszkanie-38m2-ID49ovx.html
Mieszkanie do wprowadzenia z 30 m2 tarasem,Bałuty,2,460000,63.34,7262,11-01-2021,https://www.otodom.pl/pl/oferta/mieszkanie-do-wprowadzenia-z-30-m2-tarasem-ID49nXg.html
Nowa Przędzalnia | mieszkanie 9.A.5.6,Polesie,2,304288,41.12,7400,11-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-9-a-5-6-ID49qDk.html
