Opis,Dzielnica,Ilość pokoi,Cena,Powierzchnia,Cena za m2,Data,Link do ogłoszenia
Sprzedam mieszkanie / Retkinia / od zaraz,Polesie Retkinia,2,215000,31,6935,20-01-2021,https://www.otodom.pl/pl/oferta/sprzedam-mieszkanie-retkinia-od-zaraz-ID49rzO.html
3 centrum dla inwestora,Polesie,3,399000,86,4640,20-01-2021,https://www.otodom.pl/pl/oferta/3-pokoje-centrum-dla-inwestora-ID49rys.html
Nowe mieszkanie w oddanym budynku! Okazja,Bałuty Doły,3,498000,73.09,6814,20-01-2021,https://www.otodom.pl/pl/oferta/nowe-mieszkanie-w-oddanym-budynku-okazja-ID49rvI.html
Retkinia M-3. Kupujacy Bez Prowizji.,Polesie Retkinia,2,275000,42.42,6483,20-01-2021,https://www.otodom.pl/pl/oferta/retkinia-m-3-kupujacy-bez-prowizji-ID49ru0.html
Najbardziej Łódzki adres. Piotrkowska 47m2 2pokoje,Śródmieście,2,249999,47,5319,20-01-2021,https://www.otodom.pl/pl/oferta/najbardziej-lodzki-adres-piotrkowska-47m2-2pokoje-ID49rrj.html
M-3WidzewPełen RozkładBalkonCicha Okolica,Widzew,2,235000,44,5341,20-01-2021,https://www.otodom.pl/pl/oferta/m-3-widzew-pelen-rozklad-balkon-cicha-okolica-ID49rpt.html
Inwestycyjne M4 na 7 pokoi - Wschodnia - Roi &gt;10%,Śródmieście,3,339000,98,3459,20-01-2021,https://www.otodom.pl/pl/oferta/inwestycyjne-m4-na-7-pokoi-wschodnia-roi-10-ID49roQ.html
M2 z balkonem I p. stan bdb- Teofilów Nowa cena!,Bałuty Teofilów,1,169000,28.04,6027,20-01-2021,https://www.otodom.pl/pl/oferta/m2-z-balkonem-i-p-stan-bdb-teofilow-nowa-cena-ID49roP.html
4 mieszkania w centrum dla inwestora,Śródmieście,4,888100,107,8300,20-01-2021,https://www.otodom.pl/pl/oferta/4-mieszkania-w-centrum-dla-inwestora-ID49rnk.html
2 mieszkanie w centrum dla inwestora,Śródmieście,2,231840,38.64,6000,20-01-2021,https://www.otodom.pl/pl/oferta/2-pokoje-mieszkanie-w-centrum-dla-inwestora-ID49rnj.html
Uwaga-Osiedle Jarzębinowe - 73m2 garaż 2xkomórka,Bałuty,3,498000,73.07,6815,20-01-2021,https://www.otodom.pl/pl/oferta/uwaga-osiedle-jarzebinowe-73m2-garaz-2xkomorka-ID49rha.html
JANÓW 2 Pokojez Dużym Garażem i Komórką w Cenie,Widzew Janów,2,425000,53.01,8017,20-01-2021,https://www.otodom.pl/pl/oferta/janow-2-pokoje-z-duzym-garazem-i-komorka-w-cenie-ID49rgO.html
Rozkładowe mieszkanie do remontu Retkinia /Karolew,Polesie Retkinia,2,230000,43.50,5287,20-01-2021,https://www.otodom.pl/pl/oferta/rozkladowe-mieszkanie-do-remontu-retkinia-karolew-ID49rfs.html
Koziny Rozkładowe M4/balkon/winda Polecam,Polesie Koziny,3,295000,56.60,5212,20-01-2021,https://www.otodom.pl/pl/oferta/koziny-rozkladowe-m4-balkon-winda-polecam-ID49rdU.html
Zamieszkaj w Centrum - Apartamentowiec,Śródmieście,2,510000,68,7500,20-01-2021,https://www.otodom.pl/pl/oferta/zamieszkaj-w-centrum-apartamentowiec-ID49rcu.html
Apartament 475m2 - Liściasta Park,Bałuty,2,375000,47.50,7895,20-01-2021,https://www.otodom.pl/pl/oferta/apartament-47-5m2-lisciasta-park-ID49rbH.html
M3 Łódź Teofilów - parter,Bałuty Teofilów,2,230000,46,5000,20-01-2021,https://www.otodom.pl/pl/oferta/m3-lodz-teofilow-parter-ID49r8T.html
* StacjaŁódź - Wykończone mieszkanie dwupokojowe !,Górna,2,380000,42.87,8864,20-01-2021,https://www.otodom.pl/pl/oferta/stacjalodz-wykonczone-mieszkanie-dwupokojowe-ID49r77.html
Mieszkanie 2-pokojowe na Wojska Polskiego w bloku,Śródmieście,2,260000,47,5532,20-01-2021,https://www.otodom.pl/pl/oferta/mieszkanie-2-pokojowe-na-wojska-polskiego-w-bloku-ID49r5e.html
Mieszkanie 4592 Łódź,Polesie,2,260000,45.92,5662,20-01-2021,https://www.otodom.pl/pl/oferta/mieszkanie-45-92-m-lodz-ID49r5c.html
Centrum rozrywki Monopolis tuż za rogiem!!,łódzkie,2,181000,35,5171,20-01-2021,https://www.otodom.pl/pl/oferta/centrum-rozrywki-monopolis-tuz-za-rogiem-ID49r4x.html
2 w centrum z c.o. i miejscem postojowym,Śródmieście,2,250000,45.37,5510,20-01-2021,https://www.otodom.pl/pl/oferta/2-pokoje-w-centrum-z-c-o-i-miejscem-postojowym-ID49r4u.html
2 z balkonem,Bałuty Teofilów,2,270000,44.70,6040,20-01-2021,https://www.otodom.pl/pl/oferta/2-pokoje-z-balkonem-ID49qXS.html
Mieszkanie 4760 Łódź,Polesie,2,399000,47.60,8382,20-01-2021,https://www.otodom.pl/pl/oferta/mieszkanie-47-60-m-lodz-ID49qQx.html
Mieszkanie 2715 Łódź,łódzkie,1,212050,27.15,7810,20-01-2021,https://www.otodom.pl/pl/oferta/mieszkanie-27-15-m-lodz-ID49qLC.html
Nowa Przędzalnia | mieszkanie 10.A.6.4,Polesie,2,301874,40.52,7450,20-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-10-a-6-4-ID49qLb.html
Nowa Przędzalnia | mieszkanie 10.A.6.5,Polesie,1,221211,27.31,8100,20-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-10-a-6-5-ID49qL9.html
Nowa Przędzalnia | mieszkanie 10.A.2.5,Polesie,1,221211,27.31,8100,20-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-10-a-2-5-ID49qL8.html
Nowa Przędzalnia | mieszkanie 10.A.0.6,Polesie,1,231984,28.64,8100,20-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-10-a-0-6-ID49qL6.html
Nowa Przędzalnia | mieszkanie 10.A.6.6,Polesie,2,308132,41.36,7450,20-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-10-a-6-6-ID49qL5.html
Nowa Przędzalnia | mieszkanie 10.A.5.7,Polesie,3,348134,48.69,7150,20-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-10-a-5-7-ID49qL3.html
Nowa Przędzalnia | mieszkanie 10.A.6.8,Polesie,3,352368,48.94,7200,20-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-10-a-6-8-ID49qL0.html
Nowa Przędzalnia | mieszkanie 10.A.0.5,Polesie,1,221211,27.31,8100,20-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-10-a-0-5-ID49qKY.html
Nowa Przędzalnia | mieszkanie 10.A.6.7,Polesie,3,350568,48.69,7200,20-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-10-a-6-7-ID49qKV.html
Nowa Przędzalnia | mieszkanie 10.A.4.7,Polesie,3,345699,48.69,7100,20-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-10-a-4-7-ID49qKT.html
Nowa Przędzalnia | mieszkanie 10.A.6.3,Polesie,3,352440,48.95,7200,20-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-10-a-6-3-ID49qKR.html
Nowa Przędzalnia | mieszkanie 11.A.5.8,Polesie,2,298664,40.36,7400,20-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-11-a-5-8-ID49qKQ.html
Nowa Przędzalnia | mieszkanie 11.A.4.5,Polesie,2,304805,41.47,7350,20-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-11-a-4-5-ID49qKP.html
Nowa Przędzalnia | mieszkanie 11.A.5.7,Polesie,1,222588,27.48,8100,20-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-11-a-5-7-ID49qKL.html
Nowa Przędzalnia | mieszkanie 11.A.4.11,Polesie,3,339025,47.75,7100,20-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-11-a-4-11-ID49qKH.html
Nowa Przędzalnia | mieszkanie 11.A.3.4,Polesie,4,388436,55.89,6950,20-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-11-a-3-4-ID49qKD.html
Nowa Przędzalnia | mieszkanie 11.A.3.3,Polesie,4,390104,56.13,6950,20-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-11-a-3-3-ID49qKy.html
Nowa Przędzalnia | mieszkanie 11.A.2.5,Polesie,2,300658,41.47,7250,20-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-11-a-2-5-ID49qKr.html
Nowa Przędzalnia | mieszkanie 11.A.1.3,Polesie,4,384491,56.13,6850,20-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-11-a-1-3-ID49qKf.html
Nowa Przędzalnia | mieszkanie 11.A.3.10,Polesie,3,346437,49.14,7050,20-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-11-a-3-10-ID49qK9.html
Nowa Przędzalnia | mieszkanie 11.A.4.7,Polesie,1,222588,27.48,8100,20-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-11-a-4-7-ID49qK6.html
Nowa Przędzalnia | mieszkanie 11.A.2.1,Polesie,3,332073,45.18,7350,20-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-11-a-2-1-ID49qK4.html
Nowa Przędzalnia | mieszkanie 11.A.5.5,Polesie,2,306878,41.47,7400,20-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-11-a-5-5-ID49qK2.html
Nowa Przędzalnia | mieszkanie 11.A.4.10,Polesie,3,348894,49.14,7100,20-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-11-a-4-10-ID49qK0.html
Nowa Przędzalnia | mieszkanie 11.A.6.5,Polesie,2,308952,41.47,7450,20-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-11-a-6-5-ID49qJY.html
Nowa Przędzalnia | mieszkanie 11.A.3.1,Polesie,3,332334,44.91,7400,20-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-11-a-3-1-ID49qJV.html
Nowa Przędzalnia | mieszkanie 11.A.1.8,Polesie,2,290592,40.36,7200,20-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-11-a-1-8-ID49qJW.html
Nowa Przędzalnia | mieszkanie 11.A.6.9,Polesie,3,349488,48.54,7200,20-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-11-a-6-9-ID49qJR.html
Nowa Przędzalnia | mieszkanie 11.A.5.1,Polesie,3,336825,44.91,7500,20-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-11-a-5-1-ID49qJP.html
Nowa Przędzalnia | mieszkanie 11.A.6.4,Polesie,4,396819,55.89,7100,20-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-11-a-6-4-ID49qJM.html
Nowa Przędzalnia | mieszkanie 11.A.6.1,Polesie,3,339071,44.91,7550,20-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-11-a-6-1-ID49qJI.html
Nowa Przędzalnia | mieszkanie 11.A.3.9,Polesie,3,342207,48.54,7050,20-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-11-a-3-9-ID49qJG.html
Nowa Przędzalnia | mieszkanie 11.A.1.7,Polesie,1,222588,27.48,8100,20-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-11-a-1-7-ID49qJD.html
TOP mieszkanie 4 pokojowe- wygodne-rodzinne!,łódzkie,4,357262,60.13,5941,20-01-2021,https://www.otodom.pl/pl/oferta/top-mieszkanie-4-pokojowe-wygodne-rodzinne-ID476Qx.html
OBNIŻKA oferta czasowa odstąpię TBS 4,Widzew Widzew-Wschód,4,199999,78.80,2538,20-01-2021,https://www.otodom.pl/pl/oferta/obnizka-oferta-czasowa-odstapie-tbs-4-pokoje-ID4702W.html
M4/5 Łódź ul. Azotowa 7 ( Rąbieńska /Traktorowa),Polesie,3,484500,82.59,5866,20-01-2021,https://www.otodom.pl/pl/oferta/m4-5-lodz-ul-azotowa-7-rabienska-traktorowa-ID42HE0.html
Nowa Przędzalnia | mieszkanie 11.A.2.4,Polesie,4,385641,55.89,6900,20-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-11-a-2-4-ID49qJB.html
Nowa Przędzalnia | mieszkanie 11.A.5.3,Polesie,4,395717,56.13,7050,20-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-11-a-5-3-ID49qJz.html
Nowa Przędzalnia | mieszkanie 11.A.2.6,Polesie,2,296453,40.89,7250,20-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-11-a-2-6-ID49qJv.html
Nowa Przędzalnia | mieszkanie 11.A.2.9,Polesie,3,339780,48.54,7000,20-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-11-a-2-9-ID49qJu.html
Nowa Przędzalnia | mieszkanie 11.A.3.6,Polesie,2,298497,40.89,7300,20-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-11-a-3-6-ID49qJs.html
Nowa Przędzalnia | mieszkanie 11.A.6.10,Polesie,3,353808,49.14,7200,20-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-11-a-6-10-ID49qJq.html
Nowa Przędzalnia | mieszkanie 11.A.4.8,Polesie,2,296646,40.36,7350,20-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-11-a-4-8-ID49qJo.html
Nowa Przędzalnia | mieszkanie 11.A.5.11,Polesie,3,341413,47.75,7150,20-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-11-a-5-11-ID49qJn.html
Nowa Przędzalnia | mieszkanie 11.A.4.9,Polesie,3,344634,48.54,7100,20-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-11-a-4-9-ID49qJl.html
Nowa Przędzalnia | mieszkanie 11.A.4.3,Polesie,4,392910,56.13,7000,20-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-11-a-4-3-ID49qJi.html
Apartament 656m2 z balkonem Radogoszcz,Bałuty Radogoszcz,2,435000,65.60,6631,20-01-2021,https://www.otodom.pl/pl/oferta/apartament-65-6m2-z-balkonem-radogoszcz-ID49qJe.html
Dąbrowa słoneczne M4/parter/balkon/Polecam,Górna,3,250000,47.22,5294,20-01-2021,https://www.otodom.pl/pl/oferta/dabrowa-sloneczne-m4-parter-balkon-polecam-ID49qJb.html
Nowa Przędzalnia | mieszkanie 11.A.2.10,Polesie,3,343980,49.14,7000,20-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-11-a-2-10-ID49qJ9.html
Nowa Przędzalnia | mieszkanie 11.A.6.11,Polesie,3,343800,47.75,7200,20-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-11-a-6-11-ID49qJ1.html
Nowa Przędzalnia | mieszkanie 11.A.3.7,Polesie,1,222588,27.48,8100,20-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-11-a-3-7-ID49qIR.html
Nowa Przędzalnia | mieszkanie 11.A.6.7,Polesie,1,222588,27.48,8100,20-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-11-a-6-7-ID49qIN.html
Nowa Przędzalnia | mieszkanie 11.A.4.6,Polesie,2,300542,40.89,7350,20-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-11-a-4-6-ID49qIB.html
Nowa Przędzalnia | mieszkanie 11.A.6.3,Polesie,4,398523,56.13,7100,20-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-11-a-6-3-ID49qIy.html
Nowa Przędzalnia | mieszkanie 11.A.3.5,Polesie,2,302731,41.47,7300,20-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-11-a-3-5-ID49qIw.html
Nowa Przędzalnia | mieszkanie 11.A.1.6,Polesie,2,294408,40.89,7200,20-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-11-a-1-6-ID49qIt.html
Nowa Przędzalnia | mieszkanie 11.A.5.9,Polesie,3,347061,48.54,7150,20-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-11-a-5-9-ID49qIq.html
Nowa Przędzalnia | mieszkanie 11.A.6.6,Polesie,2,304631,40.89,7450,20-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-11-a-6-6-ID49qIo.html
Nowa Przędzalnia | mieszkanie 11.A.2.7,Polesie,1,222588,27.48,8100,20-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-11-a-2-7-ID49qIm.html
Nowa Przędzalnia | mieszkanie 11.A.3.8,Polesie,2,294628,40.36,7300,20-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-11-a-3-8-ID49qIk.html
Nowa Przędzalnia | mieszkanie 11.A.5.6,Polesie,2,302586,40.89,7400,20-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-11-a-5-6-ID49qIh.html
Nowa Przędzalnia | mieszkanie 11.A.5.10,Polesie,3,351351,49.14,7150,20-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-11-a-5-10-ID49qIc.html
Nowa Przędzalnia | mieszkanie 11.A.6.8,Polesie,2,300682,40.36,7450,20-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-11-a-6-8-ID49qI9.html
Nowa Przędzalnia | mieszkanie 11.A.4.1,Polesie,3,334580,44.91,7450,20-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-11-a-4-1-ID49qI7.html
Nowa Przędzalnia | mieszkanie 11.A.0.6,Polesie,1,222588,27.48,8100,20-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-11-a-0-6-ID49qI5.html
Nowa Przędzalnia | mieszkanie 12.A.1.8,Polesie,1,238950,29.50,8100,20-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-12-a-1-8-ID49qI2.html
Nowa Przędzalnia | mieszkanie 12.A.5.7,Polesie,2,306360,41.40,7400,20-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-12-a-5-7-ID49qI0.html
Nowa Przędzalnia | mieszkanie 12.A.0.8,Polesie,1,239517,29.57,8100,20-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-12-a-0-8-ID49qHZ.html
Nowa Przędzalnia | mieszkanie 12.A.4.7,Polesie,2,304290,41.40,7350,20-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-12-a-4-7-ID49qHV.html
Nowa Przędzalnia | mieszkanie 12.A.2.8,Polesie,1,238950,29.50,8100,20-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-12-a-2-8-ID49qHW.html
Nowa Przędzalnia | mieszkanie 12.A.5.1,Polesie,2,303992,41.08,7400,20-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-12-a-5-1-ID49qHS.html
Nowa Przędzalnia | mieszkanie 12.A.4.6,Polesie,2,302232,41.12,7350,20-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-12-a-4-6-ID49qHR.html
Nowa Przędzalnia | mieszkanie 12.A.3.13,Polesie,3,369323,53.14,6950,20-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-12-a-3-13-ID49qHO.html
Nowa Przędzalnia | mieszkanie 12.A.2.7,Polesie,2,300150,41.40,7250,20-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-12-a-2-7-ID49qHL.html
Nowa Przędzalnia | mieszkanie 12.A.3.11,Polesie,3,365014,52.52,6950,20-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-12-a-3-11-ID49qHI.html
Nowa Przędzalnia | mieszkanie 12.A.0.1,Polesie,1,219024,27.04,8100,20-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-12-a-0-1-ID49qHB.html
Nowa Przędzalnia | mieszkanie 12.A.5.13,Polesie,3,374637,53.14,7050,20-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-12-a-5-13-ID49qHs.html
Nowa Przędzalnia | mieszkanie 12.A.6.12,Polesie,3,367567,51.77,7100,20-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-12-a-6-12-ID49qHg.html
Nowa Przędzalnia | mieszkanie 12.A.4.11,Polesie,3,367640,52.52,7000,20-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-12-a-4-11-ID49qHb.html
Nowa Przędzalnia | mieszkanie 12.A.6.8,Polesie,1,238950,29.50,8100,20-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-12-a-6-8-ID49qH4.html
Nowa Przędzalnia | mieszkanie 12.A.6.6,Polesie,2,306344,41.12,7450,20-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-12-a-6-6-ID49qGY.html
Nowa Przędzalnia | mieszkanie 12.A.5.11,Polesie,3,370266,52.52,7050,20-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-12-a-5-11-ID49qGR.html
Nowa Przędzalnia | mieszkanie 12.A.4.8,Polesie,1,238950,29.50,8100,20-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-12-a-4-8-ID49qGO.html
Nowa Przędzalnia | mieszkanie 12.A.6.5,Polesie,3,364585,51.35,7100,20-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-12-a-6-5-ID49qGM.html
Inwestycyjne mieszkanie 2pok. przy Manufakturze,Śródmieście,2,299963,37.97,7900,20-01-2021,https://www.otodom.pl/pl/oferta/inwestycyjne-mieszkanie-2pok-przy-manufakturze-ID45SWD.html
Nowa Przędzalnia | mieszkanie 12.A.5.3,Polesie,2,303992,41.08,7400,20-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-12-a-5-3-ID49qGH.html
Nowa Przędzalnia | mieszkanie 12.A.5.6,Polesie,2,304288,41.12,7400,20-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-12-a-5-6-ID49qGC.html
Nowa Przędzalnia | mieszkanie 12.A.5.12,Polesie,3,364979,51.77,7050,20-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-12-a-5-12-ID49qGz.html
Nowa Przędzalnia | mieszkanie 12.A.1.1,Polesie,2,295776,41.08,7200,20-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-12-a-1-1-ID49qGx.html
Nowa Przędzalnia | mieszkanie 12.A.2.11,Polesie,3,362388,52.52,6900,20-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-12-a-2-11-ID49qGw.html
Nowa Przędzalnia | mieszkanie 12.A.4.5,Polesie,3,359450,51.35,7000,20-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-12-a-4-5-ID49qGu.html
Nowa Przędzalnia | mieszkanie 12.A.6.7,Polesie,2,308430,41.40,7450,20-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-12-a-6-7-ID49qGr.html
Nowa Przędzalnia | mieszkanie 12.A.6.2,Polesie,2,301129,40.42,7450,20-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-12-a-6-2-ID49qGo.html
Nowa Przędzalnia | mieszkanie 12.A.4.1,Polesie,2,301938,41.08,7350,20-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-12-a-4-1-ID49qGk.html
Nowa Przędzalnia | mieszkanie 12.A.1.12,Polesie,3,354625,51.77,6850,20-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-12-a-1-12-ID49qGi.html
Nowa Przędzalnia | mieszkanie 12.A.3.1,Polesie,2,299884,41.08,7300,20-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-12-a-3-1-ID49qGf.html
Nowa Przędzalnia | mieszkanie 12.A.3.6,Polesie,2,300176,41.12,7300,20-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-12-a-3-6-ID49qGd.html
Nowa Przędzalnia | mieszkanie 12.A.3.7,Polesie,2,302220,41.40,7300,20-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-12-a-3-7-ID49qGb.html
Nowa Przędzalnia | mieszkanie 12.A.6.3,Polesie,2,306046,41.08,7450,20-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-12-a-6-3-ID49qG9.html
Nowa Przędzalnia | mieszkanie 12.A.5.5,Polesie,3,362018,51.35,7050,20-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-12-a-5-5-ID49qG6.html
Nowa Przędzalnia | mieszkanie 12.A.6.11,Polesie,3,372892,52.52,7100,20-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-12-a-6-11-ID49qFZ.html
Nowa Przędzalnia | mieszkanie 12.A.1.13,Polesie,3,364009,53.14,6850,20-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-12-a-1-13-ID49qFQ.html
Nowa Przędzalnia | mieszkanie 12.A.1.11,Polesie,3,359762,52.52,6850,20-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-12-a-1-11-ID49qFA.html
Nowa Przędzalnia | mieszkanie 12.A.2.6,Polesie,2,298120,41.12,7250,20-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-12-a-2-6-ID49qFs.html
Nowa Przędzalnia | mieszkanie 12.A.3.5,Polesie,3,356883,51.35,6950,20-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-12-a-3-5-ID49qFk.html
Nowa Przędzalnia | mieszkanie 12.A.6.1,Polesie,2,306046,41.08,7450,20-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-12-a-6-1-ID49qFc.html
Nowa Przędzalnia | mieszkanie 12.A.1.5,Polesie,3,351748,51.35,6850,20-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-12-a-1-5-ID49qF1.html
Nowa Przędzalnia | mieszkanie 12.A.3.8,Polesie,1,238950,29.50,8100,20-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-12-a-3-8-ID49qEU.html
Nowa Przędzalnia | mieszkanie 12.A.5.8,Polesie,1,238950,29.50,8100,20-01-2021,https://www.otodom.pl/pl/oferta/nowa-przedzalnia-mieszkanie-12-a-5-8-ID49qEP.html
